wavelength_nm,R_W_nm,G_W_nm,B_W_nm,W_W_nm,RGB_target_W_nm
429.2,1.01658721469661e-08,4.36037696847029e-08,1.48932870820102e-05,1.24257722002157e-05,6.54828977072601e-06
429.4,3.0890178714635e-08,2.00218641682076e-08,1.53044545255241e-05,1.2709333413945e-05,6.72498238883129e-06
429.6,2.8644126211737e-08,1.09615739075532e-09,1.57296618329628e-05,1.3046811196482e-05,6.89405074204288e-06
429.8,7.41425906520788e-09,0,1.61628919197871e-05,1.34082518984891e-05,7.06631757846574e-06
430,0,2.31317853460221e-08,1.66572956994269e-05,1.37507219559157e-05,7.29497022969703e-06
430.2,4.50045316554125e-09,6.31355917160983e-08,1.71697507326845e-05,1.40572476341372e-05,7.55390663884228e-06
430.4,3.14914449820037e-08,6.94542409384163e-08,1.76812029185188e-05,1.43787501370274e-05,7.80282725114058e-06
430.6,5.93017490477533e-08,5.39465531140003e-08,1.81846323249674e-05,1.47162279195644e-05,8.03159389059341e-06
430.8,4.24752380182995e-08,5.29874278727039e-08,1.86649962406824e-05,1.50576995220131e-05,8.2279029527245e-06
431,6.0619565693259e-09,5.47709417189023e-08,1.91553886306294e-05,1.54151464041085e-05,8.4158904243687e-06
431.2,0,2.83106624293594e-08,1.96698493587333e-05,1.5784574745939e-05,8.61508904343185e-06
431.4,0,1.77782496599513e-09,2.02133926621102e-05,1.61559999977252e-05,8.83153784712653e-06
431.6,2.25628893687137e-09,2.21417205808129e-08,2.08512036232682e-05,1.65434005291582e-05,9.1279901402776e-06
431.8,4.31868192537309e-09,5.57350572059911e-08,2.15060629906208e-05,1.692181496579e-05,9.44221130316029e-06
432,2.49500655244486e-09,6.89332592776913e-08,2.20917258857722e-05,1.72503066535257e-05,9.70711463844493e-06
432.2,0,6.48302791871923e-08,2.26372748839955e-05,1.75718091564159e-05,9.94029404980833e-06
432.4,0,2.80222262225595e-08,2.31948580512972e-05,1.79781803324294e-05,1.01547452325033e-05
432.6,1.45735017267681e-09,1.11781505749427e-09,2.38005778949127e-05,1.84015252430675e-05,1.03991681577607e-05
432.8,2.14100482610315e-08,2.63205524073562e-08,2.45156081076575e-05,1.87949165043681e-05,1.07466197179471e-05
433,3.17269823462456e-08,5.04883127798774e-08,2.52587180482521e-05,1.9220258324962e-05,1.10982021015882e-05
433.2,1.1627793930932e-08,3.96005945100515e-08,2.59286201269527e-05,1.96775507048494e-05,1.13669684509463e-05
433.4,4.89420803352717e-09,4.01385430064706e-08,2.65834794943052e-05,2.01278538998914e-05,1.16483535555359e-05
433.6,3.62518836938981e-08,7.53517134158571e-08,2.72634100472379e-05,2.05611833603087e-05,1.19970534391343e-05
433.8,5.94746752139057e-08,9.39353887466994e-08,2.7994485818754e-05,2.10184757401961e-05,1.23487597751622e-05
434,5.42034086318831e-08,7.39833880195851e-08,2.88108036212424e-05,2.15296846888912e-05,1.26855737732733e-05
434.2,4.06187663035148e-08,5.74267505296097e-08,2.95950303061884e-05,2.20418920925643e-05,1.30047431218223e-05
434.4,2.65620554181214e-08,5.79866561075153e-08,3.03230975354348e-05,2.25491072213477e-05,1.33125654859403e-05
434.6,2.27387970204893e-08,5.2742905828877e-08,3.1074230255415e-05,2.30742945397336e-05,1.36336419560732e-05
434.8,3.0248165477081e-08,3.86694146451924e-08,3.18745024991322e-05,2.36234447775897e-05,1.39778029214694e-05
435,2.64487589644354e-08,3.42310900374451e-08,3.26918231490439e-05,2.41755903803795e-05,1.43284487477586e-05
435.2,1.04093601395369e-08,4.12104478026749e-08,3.35422377639213e-05,2.47407158978823e-05,1.46932922891588e-05
435.4,2.47324170739465e-09,4.74093311259758e-08,3.44317634283037e-05,2.53238136049876e-05,1.50807567610201e-05
435.6,7.32143547946864e-09,4.91958391196496e-08,3.5286189432874e-05,2.58959283073359e-05,1.54591040200313e-05
435.8,2.98854180595775e-08,4.51687107651948e-08,3.61225641838265e-05,2.65589024126748e-05,1.58384173586888e-05
436,5.57040897289521e-08,3.6061512194092e-08,3.69749844935504e-05,2.7306745191137e-05,1.62231915947486e-05
436.2,4.20618053451997e-08,1.9313249265689e-08,3.78835642589737e-05,2.80625756094225e-05,1.65964886314636e-05
436.4,7.68259277130631e-09,7.88039654550292e-09,3.88483034800964e-05,2.88303874874431e-05,1.69827787045571e-05
436.6,2.31671371217057e-09,3.44277057216651e-08,3.98692021569186e-05,2.96471236593817e-05,1.74456864448577e-05
436.8,1.65323377812867e-08,7.71402175078479e-08,4.08630239533143e-05,3.04568706464749e-05,1.79244262058878e-05
437,3.24634092952047e-08,9.5646045004329e-08,4.18708856136348e-05,3.12855882781486e-05,1.83914468307255e-05
437.2,4.32116649672585e-08,9.70473060228307e-08,4.28566846306448e-05,3.21232920046236e-05,1.88313590341713e-05
437.4,3.43168995243661e-08,8.87485272700942e-08,4.38876117816991e-05,3.30518551340893e-05,1.92683940581397e-05
437.6,2.06845534260246e-08,7.69785335441747e-08,4.48744136461323e-05,3.39824151735108e-05,1.96798089692924e-05
437.8,2.39075393848291e-08,7.21878975834849e-08,4.58421614095247e-05,3.49009937531973e-05,2.01012217176516e-05
438,2.77715447526465e-08,6.79292218242635e-08,4.68319718162275e-05,3.58605089869785e-05,2.05331801222967e-05
438.2,1.09013052673841e-08,5.68089581005124e-08,4.79461353034077e-05,3.69558140977569e-05,2.09982879121019e-05
438.4,1.01936993461171e-09,4.74911711569709e-08,4.90913870607073e-05,3.81210110569896e-05,2.14837091985994e-05
438.6,2.46181267917194e-08,4.50289838830081e-08,5.0090223094219e-05,3.92432744521718e-05,2.1936017113122e-05
438.8,4.82911226408477e-08,5.56621996174223e-08,5.11722954638567e-05,4.04224497810955e-05,2.24351053378962e-05
439,4.94111674066734e-08,8.9474109008307e-08,5.24027892521286e-05,4.16425617641138e-05,2.30002472558029e-05
439.2,4.93873155216868e-08,1.10793437082535e-07,5.35891577537795e-05,4.28746552068673e-05,2.35353591507811e-05
439.4,5.8477865187177e-08,9.56091171854653e-08,5.46772472079564e-05,4.41506806686491e-05,2.40055734138044e-05
439.6,5.09605461022565e-08,6.5168617851916e-08,5.57613252724405e-05,4.55155686234659e-05,2.44493521619311e-05
439.8,1.61924484202287e-08,3.01131392095689e-08,5.68333691678461e-05,4.69473530618034e-05,2.48635297126532e-05
440,9.35560373740298e-09,3.59547209341349e-08,5.81089910901623e-05,4.84330540689485e-05,2.5420210596369e-05
440.2,4.90355002181356e-08,9.67458951769707e-08,5.95741511754641e-05,4.98987859765352e-05,2.6138493920067e-05
440.4,6.68637904170236e-08,1.14895419123875e-07,6.08918926895548e-05,5.14214298178634e-05,2.67420428490284e-05
440.6,4.36082025551595e-08,6.64012085626351e-08,6.20040504818886e-05,5.30359315171602e-05,2.71718515425426e-05
440.8,1.81234572755963e-08,3.73090736421882e-08,6.31904189835395e-05,5.46204795671194e-05,2.76477392390356e-05
441,3.23004214144634e-09,4.66158820449865e-08,6.46014253079883e-05,5.62449658161954e-05,2.82601866947776e-05
441.2,4.82632954416968e-09,6.24479358459076e-08,6.59151554323862e-05,5.78834304349623e-05,2.88478240346598e-05
441.4,2.01995650979652e-08,7.50013981612317e-08,6.71817517278935e-05,5.95648286177797e-05,2.94227379970488e-05
441.6,2.99410724578794e-08,7.09932327407879e-08,6.8591755204919e-05,6.121128087637e-05,3.00429170592392e-05
441.8,3.54369442901917e-08,5.95585835321166e-08,7.01772569810054e-05,6.28926790591875e-05,3.07306613053086e-05
442,5.74671415608729e-08,8.0962745784815e-08,7.17457103508972e-05,6.46789150146865e-05,3.14494986441756e-05
442.2,8.14710823141893e-08,1.14586023884748e-07,7.32971153145946e-05,6.65370397285958e-05,3.21720562784903e-05
442.4,6.4762836881127e-08,9.52278624069271e-08,7.46609878101527e-05,6.81565337027823e-05,3.27398526238891e-05
442.6,2.70520128888863e-08,5.07897236257375e-08,7.58874702087319e-05,6.95893165960976e-05,3.32118368734165e-05
442.8,1.04053848253725e-08,4.47165944964047e-08,7.73546359888801e-05,7.12317750347762e-05,3.38353157896692e-05
443,7.52139378193903e-09,5.86353880605254e-08,7.89471576969288e-05,7.29451237768871e-05,3.45398260214849e-05
443.2,7.27750825795179e-09,6.41356369728923e-08,8.07081577720759e-05,7.4708395267894e-05,3.53132783121294e-05
443.4,7.55627716373183e-09,6.13740349513863e-08,8.24771806266087e-05,7.63977810905348e-05,3.60840945046555e-05
443.6,4.02749016282923e-09,4.35518711284621e-08,8.41629671450155e-05,7.79543724011122e-05,3.68037405307529e-05
443.8,1.08058977274379e-10,2.67596940370861e-08,8.59179501356234e-05,7.95219467164468e-05,3.75541331406227e-05
444,0,2.86340303567059e-08,8.77441352932788e-05,8.11674005200591e-05,3.83532951642559e-05
444.2,9.58060651910922e-10,4.62126701849618e-08,8.96756194303707e-05,8.27549439349521e-05,3.92116930749076e-05
444.4,3.55084999451513e-08,9.04731562159425e-08,9.17284481056703e-05,8.40878813304755e-05,4.01697209971889e-05
444.6,5.74482588185919e-08,1.22191158472342e-07,9.37672369170451e-05,8.52760427542004e-05,4.11021150550309e-05
444.8,2.86669842681824e-08,1.04336059027188e-07,9.57619004417989e-05,8.64502258082344e-05,4.19374916787871e-05
445,0,7.89726357628118e-08,9.77555611191295e-05,8.75794783882621e-05,4.27665755904708e-05
445.2,0,6.95879795256523e-08,9.99026574522103e-05,8.87985919163025e-05,4.36970989462446e-05
445.4,1.11239228605916e-09,6.57744336911116e-08,0.00010214001005338,8.98160175388031e-05,4.46723034935769e-05
445.6,6.95699855344533e-09,6.60868230777149e-08,0.000104506729972142,9.04979622887225e-05,4.57108797684741e-05
445.8,1.08615521257398e-08,6.25427505159629e-08,0.000106953677684761,9.11769116737082e-05,4.67799784114719e-05
446,1.03865020830915e-08,5.09074934264377e-08,0.00010930034065506,9.18328965942017e-05,4.77955399290304e-05
446.2,1.37973216361649e-08,4.02613030529633e-08,0.000111857601584231,9.2491876879629e-05,4.89068335347674e-05
446.4,2.23025062909441e-08,3.4168212940461e-08,0.000114585346575348,9.30430240274409e-05,5.01000735464197e-05
446.6,1.87932977123012e-08,2.94923526329962e-08,0.000117132579030287,9.32507026628483e-05,5.12064560719898e-05
446.8,3.8506880653666e-09,2.94414521259138e-08,0.000119399014206729,9.30490147573084e-05,5.21851516355228e-05
447,1.06617925889777e-08,5.47799241613286e-08,0.000121936218187437,9.28583098565257e-05,5.33187403770934e-05
447.2,3.96597217613482e-08,9.90843243552823e-08,0.000125035016725139,9.28982480556425e-05,5.47295141796842e-05
447.4,5.6807239409579e-08,1.13677799150533e-07,0.000128063615943216,9.27384952591752e-05,5.60771128538501e-05
447.6,5.72614190528642e-08,1.0143173597602e-07,0.000131032044315902,9.23700653723227e-05,5.73645120855112e-05
447.8,5.02092117251809e-08,1.10903222489967e-07,0.000134140871327836,9.18338950491796e-05,5.87247293381008e-05
448,4.05332970489797e-08,1.33469113963133e-07,0.000137329926133626,9.11469580243706e-05,6.01283632197042e-05
448.2,3.63234393488577e-08,1.24197237280881e-07,0.000140157955867063,9.02183948949049e-05,6.13532419003424e-05
448.4,3.68700450464656e-08,9.59344812111289e-08,0.000143026099497428,8.92568827511678e-05,6.25842282104863e-05
448.6,3.93903942267086e-08,8.5046762941303e-08,0.00014612489803513,8.82045112044401e-05,6.39312228401283e-05
448.8,4.0734050414283e-08,8.49489541237722e-08,0.00014970506333597,8.72489897905705e-05,6.54961450686267e-05
449,3.19356863398778e-08,7.68258320229277e-08,0.000153275200162578,8.61896290589973e-05,6.70426347893753e-05
449.2,2.39075393848291e-08,7.10301605596516e-08,0.000156885450886114,8.50653687538592e-05,6.86090746681159e-05
449.4,4.04249697379992e-08,9.28465171148009e-08,0.00016005444874344,8.36156121259193e-05,7.0023242957007e-05
449.6,5.60648494893734e-08,1.10264471028542e-07,0.000163163275755374,8.2080986824856e-05,7.14069790340931e-05
449.8,3.17925750299586e-08,6.96338897869422e-08,0.000166713355633518,8.07560370691561e-05,7.29072337560339e-05
450,3.74146630869913e-10,2.38922988047816e-08,0.000170403834150911,7.94460641381249e-05,7.44593503455312e-05
450.2,0,3.41362753673898e-08,0.000173923828606359,7.79883198703615e-05,7.60048663836896e-05
450.4,5.9770836119155e-10,5.71912109282091e-08,0.000177303424422558,7.64097625502698e-05,7.74999252845755e-05
450.6,1.40308713433246e-08,6.72475542490236e-08,0.000180632877867597,7.4733356642342e-05,7.89725401115071e-05
450.8,2.15044619724365e-08,6.72974567069475e-08,0.000183992416735332,7.30859059287738e-05,8.04458541692377e-05
451,6.11522577912914e-09,4.7922328393433e-08,0.000187151386118426,7.14504366749407e-05,8.17988187706786e-05
451.2,6.20208639362174e-09,5.09663783267879e-08,0.000190350469398448,6.98169643310634e-05,8.31987988699512e-05
451.4,4.8312986868752e-08,1.07919055506121e-07,0.000193409154039222,6.80766573045486e-05,8.46120148245633e-05
451.6,6.94437693097329e-08,1.45725157629231e-07,0.000196658379690405,6.64641525152077e-05,8.60773861459362e-05
451.8,3.75110644554785e-08,1.26303121005268e-07,0.000199907605341587,6.49734592331729e-05,8.74571797792382e-05
452,3.05671844387758e-08,1.16462356302684e-07,0.00020305654625045,6.35057304156304e-05,8.88197209022668e-05
452.2,7.69521439377835e-08,1.4074489232843e-07,0.00020634588579856,6.2123868726189e-05,9.03110906533267e-05
452.4,9.11827748178703e-08,1.47930846269465e-07,0.000209003431470052,6.06371692640659e-05,9.14885197190252e-05
452.6,4.9133889243705e-08,1.24506632520009e-07,0.000210958983945301,5.90606088539301e-05,9.22923295088985e-05
452.8,1.39195625467209e-08,1.06082645054523e-07,0.000213195333699047,5.76707595246653e-05,9.32279507354799e-05
453,2.41887928619619e-09,1.00124291578415e-07,0.000215732537679755,5.64546413615586e-05,9.43228693764278e-05
453.2,0,8.64091000426241e-08,0.000218329912505854,5.53044212269947e-05,9.54448313843515e-05
453.4,0,6.81927068021014e-08,0.000220536176836904,5.41292397179827e-05,9.63942133824898e-05
453.6,5.02241191532975e-09,7.81632178952869e-08,0.000222050476445943,5.29470690241253e-05,9.70674318684252e-05
453.8,1.3788377179295e-08,1.07110635687755e-07,0.000223283978776485,5.18467716384573e-05,9.76358444901268e-05
454,1.20024672909287e-08,1.04326078535604e-07,0.000224126370611976,5.06985484138492e-05,9.800028009636e-05
454.2,2.8087582228718e-09,7.9874872202075e-08,0.000225119189560949,4.9651169142011e-05,9.84076591593442e-05
454.4,0,7.81163095848385e-08,0.000226071894612993,4.87365843822362e-05,9.88203198083188e-05
454.6,0,9.39333926483824e-08,0.000227144941355822,4.79877431487961e-05,9.93015917288296e-05
454.8,1.14240590800054e-08,1.0471531770741e-07,0.000227786763706673,4.72578725599365e-05,9.95991754116676e-05
455,3.07480612332569e-08,1.16981341865092e-07,0.000227796792180905,4.64940545018276e-05,9.96279357587098e-05
455.2,5.12408057508482e-08,1.5488724890405e-07,0.000227796792180905,4.57911421973719e-05,9.96734917458805e-05
455.4,6.2479018893667e-08,1.87303885571384e-07,0.000227385624737391,4.50862329829603e-05,9.95280601320744e-05
455.6,4.29910350311331e-08,1.57871415887896e-07,0.000226914286448485,4.44921522710978e-05,9.92840701527985e-05
455.8,1.4383680475417e-08,1.10104783163186e-07,0.000226172179355314,4.3952986583021e-05,9.89003634445191e-05
456,1.2495406247317e-09,9.36699076705445e-08,0.000225099132612485,4.34597498239284e-05,9.84086295540202e-05
456.2,0,9.70243508921858e-08,0.000223534690632286,4.29555300600788e-05,9.77269155978451e-05
456.4,1.59439912849523e-08,1.25714272001766e-07,0.000221699479847822,4.24383303815162e-05,9.69600211982745e-05
456.6,3.46697086564584e-08,1.52951033536604e-07,0.00021992443990875,4.20020055561651e-05,9.622037450662e-05
456.8,4.27992261226998e-08,1.4813045610116e-07,0.000218019029804661,4.16255880294892e-05,9.53903629370274e-05
457,4.6906719483088e-08,1.45256074524747e-07,0.00021595316411286,4.12921040668639e-05,9.44887430666959e-05
457.2,4.98156556229032e-08,1.69348981210382e-07,0.000213756928256042,4.1003550578245e-05,9.35506009360402e-05
457.4,4.14863786198997e-08,1.77063901205409e-07,0.000210958983945301,4.06540913359729e-05,9.23281116030349e-05
457.6,1.42554765936144e-08,1.41024346092804e-07,0.000207970498624152,4.03076274586347e-05,9.09734094401583e-05
457.8,5.01764153833245e-09,1.26353023463192e-07,0.000204631016704881,3.99671543111639e-05,8.94959474679021e-05
458,3.38060716542379e-08,1.66294950785442e-07,0.000201331648682538,3.97235312965514e-05,8.81080994095336e-05
458.2,4.77097329443011e-08,1.87403690487231e-07,0.000198022252185963,3.94978804715415e-05,8.66896651758274e-05
458.4,2.5444992137919e-08,1.61953436946067e-07,0.000194873311277101,3.92941956560458e-05,8.52770190524478e-05
458.6,5.17526274495175e-09,1.48369987899195e-07,0.000191463630038206,3.90855185656605e-05,8.37613748492275e-05
458.8,0,1.63879671821928e-07,0.000187502382716548,3.88209279965116e-05,8.20392647461564e-05
459,9.38581612505258e-10,1.79229667879305e-07,0.000183751733353763,3.85743096169654e-05,8.04136694721748e-05
459.2,6.91207750338737e-09,1.85447514136616e-07,0.000180201653475619,3.83326835123087e-05,7.88722888797834e-05
459.4,1.96768112853439e-08,1.8051715129374e-07,0.000176501146483994,3.81220095119676e-05,7.72615299572883e-05
459.6,3.56675125117282e-08,1.68121380745455e-07,0.000172630155430425,3.79402907059861e-05,7.55728379449228e-05
459.8,4.15231502759206e-08,1.66983604704791e-07,0.000168678936582999,3.77206306108437e-05,7.38503115058644e-05
460,3.89103750413548e-08,1.7660479859251e-07,0.00016456726214786,3.74260863923572e-05,7.20597741334571e-05
460.2,4.52182047917501e-08,1.82173912896812e-07,0.000160575929403507,3.71335390838266e-05,7.0325374702307e-05
460.4,5.45582054210577e-08,1.84359640553877e-07,0.000156855365463418,3.68779346094791e-05,6.87088845273091e-05
460.6,4.06694515591111e-08,1.90826999100808e-07,0.000153044545255241,3.65754027511693e-05,6.70387161785901e-05
460.8,1.84017292671058e-08,1.9963977317016e-07,0.000149404209109008,3.63018260872192e-05,6.5438516610392e-05
461,2.65968394170601e-08,2.03462301447127e-07,0.000145753844488544,3.60352386081145e-05,6.38531185666135e-05
461.2,5.0285736522846e-08,2.05697931562115e-07,0.000142083422919615,3.57626603991423e-05,6.22694678550363e-05
461.4,6.0468503755011e-08,2.12374880432327e-07,0.000138362858979527,3.54591300858546e-05,6.06571715603672e-05
461.6,6.07577078604726e-08,2.23572991990439e-07,0.000134712494359062,3.51316368530968e-05,5.90716067172951e-05
461.8,5.41229085200536e-08,2.45310502662069e-07,0.000131503382604808,3.4830103449765e-05,5.76818835765865e-05
462,4.63352680719525e-08,2.61788294268524e-07,0.00012852492575789,3.45515345109253e-05,5.63878835626235e-05
462.2,4.91160003299651e-08,2.44332414486761e-07,0.000125125272993227,3.42060690885649e-05,5.48910587981301e-05
462.4,4.85187093767608e-08,2.21137752043755e-07,0.000121815876496652,3.38356422917565e-05,5.34265559088052e-05
462.6,2.39572308118844e-08,2.24501177707823e-07,0.000118747163381646,3.33653699971562e-05,5.20700134987812e-05
462.8,0,2.30219999385896e-07,0.000115939190596674,3.29160652570921e-05,5.08296970150997e-05
463,0,2.17085672460338e-07,0.000113221474079789,3.2530661635615e-05,4.9632081279614e-05
463.2,2.19248514453241e-10,2.11716167987732e-07,0.00011067424162485,3.21881915781884e-05,4.85152516086654e-05
463.4,4.31142697702302e-09,2.3393274225543e-07,0.00010807686679875,3.18217586012917e-05,4.7401287404773e-05
463.6,1.46549956671388e-08,2.61818235743279e-07,0.000105569748240739,3.14143889703003e-05,4.63359839686091e-05
463.8,3.51457525276479e-08,2.84643619997648e-07,0.000103373512383921,3.0980061054905e-05,4.54101891843282e-05
464,4.06048527039393e-08,2.86470049957661e-07,0.000101197333475567,3.05267624949293e-05,4.44651255811757e-05
464.2,1.60503309388506e-08,2.55241091788915e-07,9.8812562303187e-05,3.00245396410355e-05,4.33799921870945e-05
464.4,2.6360308224277e-10,2.49013265040018e-07,9.67216254258056e-05,2.95912101806182e-05,4.24496602517006e-05
464.6,1.12451699426065e-08,2.9303721342044e-07,9.49084772846518e-05,2.92068050141189e-05,4.17007696760351e-05
