wavelength_nm,S_single_white_W_nm,S_RGB_target_W_nm,S_best_Ra_single_white_W_nm,S_best_Ra_RGB_point_W_nm,S_best_Ra_blend_W_nm,S_best_Rmin8_single_white_W_nm,S_best_Rmin8_RGB_point_W_nm,S_best_Rmin8_blend_W_nm
411.4,4.93379443532718e-07,6.342039749811e-07,4.46215623866847e-07,9.78236322470997e-08,5.44039256113947e-07,4.51183934366619e-07,9.18513983177206e-08,5.4303533268434e-07
411.6,2.11666584123671e-07,5.55569013092131e-07,1.91432655179613e-07,8.86716098543122e-08,2.80104265033925e-07,1.93564128888414e-07,8.3473021667909e-08,2.77037150556322e-07
411.8,2.31714808181687e-07,6.20011418512311e-07,2.09564401288482e-07,9.69927347431713e-08,3.06557136031653e-07,2.11897759780677e-07,9.11692738889127e-08,3.0306703366959e-07
412,6.24046013849019e-07,8.67868751012711e-07,5.64391332150817e-07,1.26033021953396e-07,6.90424354104213e-07,5.70675449585355e-07,1.17773180646514e-07,6.8844863023187e-07
412.2,8.6455263847599e-07,1.03328585017919e-06,7.8190711023758e-07,1.44136124334451e-07,9.26043234572031e-07,7.90613119390677e-07,1.34236040871435e-07,9.24849160262112e-07
412.4,8.62578082979263e-07,1.06508115580931e-06,7.8012130921895e-07,1.45964442191269e-07,9.26085751410219e-07,7.88807434680224e-07,1.3573069649852e-07,9.24538131178745e-07
412.6,7.9522700388285e-07,1.04386738129649e-06,7.1920854892654e-07,1.43990688256208e-07,8.63199237182748e-07,7.27216451819298e-07,1.33971167236778e-07,8.61187619056076e-07
412.8,7.17109552844426e-07,9.86583604322522e-07,6.48558610817218e-07,1.40283156348417e-07,7.88841767165635e-07,6.55779874223275e-07,1.3086017074071e-07,7.86640044963984e-07
413,6.83859191304639e-07,8.92656513204807e-07,6.18486764466995e-07,1.33857019026332e-07,7.52343783493327e-07,6.25373198113676e-07,1.25408297617882e-07,7.50781495731558e-07
413.2,7.00174496576871e-07,7.89537077259711e-07,6.33242434197577e-07,1.26150777047837e-07,7.59393211245414e-07,6.40293162290558e-07,1.18764417305017e-07,7.59057579595574e-07
413.4,7.46036070230794e-07,7.30014271077175e-07,6.74719943987957e-07,1.18585258472773e-07,7.9330520246073e-07,6.82232496222393e-07,1.11777408140544e-07,7.94009904362937e-07
413.6,8.19872915557334e-07,6.95884442919346e-07,7.41498474049591e-07,1.13041127824812e-07,8.54539601874404e-07,7.4975456024904e-07,1.06551559985363e-07,8.56306120234403e-07
413.8,9.45206744751086e-07,8.61636890754425e-07,8.54851216078865e-07,1.32722011980626e-07,9.87573228059491e-07,8.64369408731516e-07,1.24606035641051e-07,9.88975444372567e-07
414,1.06019217360432e-06,1.09146675014115e-06,9.58844796565244e-07,1.61154133786385e-07,1.11999893035163e-06,9.69520887709574e-07,1.50795729255743e-07,1.12031661696532e-06
414.2,1.0962097954023e-06,1.14271231788033e-06,9.91419371350335e-07,1.70573597548067e-07,1.1619929688984e-06,1.00245815844988e-06,1.59749487514433e-07,1.16220764596431e-06
414.4,9.99831309222604e-07,1.06966149319622e-06,9.04254032579664e-07,1.64537219043381e-07,1.06879125162305e-06,9.14322292327259e-07,1.5445926974187e-07,1.06878156206913e-06
414.6,5.44271089218451e-07,8.61566093858862e-07,4.9224236398936e-07,1.3585700590059e-07,6.2809936988995e-07,4.97723151246981e-07,1.27776723883036e-07,6.25499875130017e-07
414.8,1.83979568727949e-07,6.92603144322323e-07,1.66392335786992e-07,1.12464816170765e-07,2.78857151957756e-07,1.68245002400967e-07,1.06005366539445e-07,2.74250368940412e-07
415,5.85203480537478e-07,9.42235568471956e-07,5.2926188875513e-07,1.41544301903013e-07,6.70806190658143e-07,5.35154863492868e-07,1.32629143818012e-07,6.6778400731088e-07
415.2,1.09218862033962e-06,1.21256392029663e-06,9.87782594093416e-07,1.7590329997495e-07,1.16368589406837e-06,9.98780888127134e-07,1.6436078203259e-07,1.16314167015972e-06
415.4,1.17840607275878e-06,1.15798263316808e-06,1.0657582268923e-06,1.76046987778352e-07,1.24180521467065e-06,1.07762472709013e-06,1.65113795581241e-07,1.24273852267137e-06
415.6,1.18081301267085e-06,1.09301904101958e-06,1.06793507922888e-06,1.74407580984894e-07,1.24234266021378e-06,1.07982581721163e-06,1.64179460950569e-07,1.2440052781622e-06
415.8,1.24835145834724e-06,1.20774516754776e-06,1.1290172950924e-06,1.89799500840614e-07,1.31881679593302e-06,1.14158814241734e-06,1.78465361304505e-07,1.32005350372184e-06
416,1.31535662991138e-06,1.29787336796974e-06,1.18961721433045e-06,2.01011847071693e-07,1.39062906140215e-06,1.20286280094943e-06,1.88799032639404e-07,1.39166183358883e-06
416.2,1.37241695992266e-06,1.33269286941546e-06,1.24122295325569e-06,2.00510725484697e-07,1.44173367874039e-06,1.25504313502741e-06,1.87904639699085e-07,1.44294777472649e-06
416.4,1.38749276320424e-06,1.29831190018279e-06,1.25485760920816e-06,1.94979078813371e-07,1.44983668802153e-06,1.26882960369262e-06,1.82694210807968e-07,1.45152381450059e-06
416.6,1.34243830712563e-06,1.1989569966556e-06,1.21411006187795e-06,1.88743014031922e-07,1.40285307590987e-06,1.22762835986141e-06,1.77494961591733e-07,1.40512332145314e-06
416.8,1.27796979079816e-06,1.2114911035904e-06,1.15580431037186e-06,1.95434462410145e-07,1.351238772782e-06,1.16867341307413e-06,1.8412135590125e-07,1.35279476897538e-06
417,1.23108490736126e-06,1.42771884001892e-06,1.11340131246233e-06,2.23186132554427e-07,1.33658744501676e-06,1.12579828633615e-06,2.09774471963178e-07,1.33557275829933e-06
417.2,1.3533199815784e-06,1.63567114078497e-06,1.22395152004631e-06,2.50582835512182e-07,1.47453435555849e-06,1.23757939603945e-06,2.35160809921586e-07,1.47274020596104e-06
417.4,1.64176362505293e-06,1.74374560847559e-06,1.48482185424961e-06,2.67296949516428e-07,1.75211880376604e-06,1.50135434574964e-06,2.50857687907628e-07,1.75221203365727e-06
417.6,1.74467111590429e-06,1.69563666738445e-06,1.5778920679213e-06,2.63737735208944e-07,1.84162980313024e-06,1.59546083357909e-06,2.47794504809054e-07,1.84325533838814e-06
417.8,1.61092020342521e-06,1.52072286149538e-06,1.45692686023596e-06,2.4351283734615e-07,1.70043969758211e-06,1.47314875976154e-06,2.29291963772955e-07,1.7024407235345e-06
418,1.47832231605372e-06,1.46576235328486e-06,1.33700445606516e-06,2.38101930894403e-07,1.57510638695956e-06,1.35189110037346e-06,2.24432758771158e-07,1.57632385914461e-06
418.2,1.42193938829314e-06,1.51927792383634e-06,1.2860113642047e-06,2.46795127750405e-07,1.53280649195511e-06,1.30033023477278e-06,2.32626888678481e-07,1.53295712345126e-06
418.4,1.50758032815852e-06,1.70473562013245e-06,1.36346559524633e-06,2.68568629544309e-07,1.63203422479064e-06,1.37864686652104e-06,2.52577877188013e-07,1.63122474370906e-06
418.6,1.67174227784996e-06,1.96389373623472e-06,1.51193474562736e-06,2.96800005509664e-07,1.80873475113702e-06,1.52876912091564e-06,2.78238039403034e-07,1.80700716031867e-06
418.8,1.70979210640004e-06,1.97818005761295e-06,1.5463472616068e-06,3.00186450203589e-07,1.84653371181039e-06,1.56356479708787e-06,2.81503121309821e-07,1.84506791839769e-06
419,1.67923694104922e-06,1.8608790678249e-06,1.51871296847179e-06,2.90127330958437e-07,1.80884029943023e-06,1.53562281470714e-06,2.72638068078799e-07,1.80826088278594e-06
419.2,1.79785439899133e-06,1.96636231191971e-06,1.62599138002894e-06,3.02451447278453e-07,1.92844282730739e-06,1.644095699138e-06,2.83924920242392e-07,1.92802061938039e-06
419.4,1.9318935677473e-06,2.13649370082711e-06,1.7472172885929e-06,3.21313763760933e-07,2.06853105235383e-06,1.76667137656291e-06,3.01102957464754e-07,2.06777433402767e-06
419.6,1.7758027938089e-06,2.0186475343518e-06,1.60604776281357e-06,3.11197427113635e-07,1.91724518992721e-06,1.62393002317455e-06,2.92186119929645e-07,1.91611614310419e-06
419.8,1.54418887532412e-06,1.81162844839603e-06,1.39657460683261e-06,2.92593822135831e-07,1.68916842896844e-06,1.41212452465645e-06,2.75680394457606e-07,1.68780491911406e-06
420,1.57474404067495e-06,1.83841457033081e-06,1.42420889996762e-06,2.98636445395932e-07,1.72284534536356e-06,1.44006650703718e-06,2.8149205282819e-07,1.72155855986537e-06
420.2,1.70388285272371e-06,1.91723172015662e-06,1.54100289359484e-06,3.11439691105622e-07,1.85244258470047e-06,1.55816092313688e-06,2.93560278167887e-07,1.85172120130477e-06
420.4,1.76801987433274e-06,2.05157806234949e-06,1.5990088390905e-06,3.31861875057417e-07,1.93087071414792e-06,1.61681272577568e-06,3.12713993331741e-07,1.92952671910742e-06
420.6,1.80174585872941e-06,2.15112118630836e-06,1.62951084189047e-06,3.46898590033385e-07,1.97640943192385e-06,1.64765434783744e-06,3.26809786348479e-07,1.97446413418591e-06
420.8,1.77868535657784e-06,2.0668971055633e-06,1.6086547715999e-06,3.34658467275144e-07,1.94331323887504e-06,1.6265660592482e-06,3.15371156489975e-07,1.94193721573818e-06
421,1.81947361975842e-06,2.03225628472268e-06,1.64554394592635e-06,3.29418953633608e-07,1.97496289955996e-06,1.66386596969041e-06,3.10459006605895e-07,1.9743249762963e-06
421.2,2.06982419624134e-06,2.31877087918585e-06,1.8719626590184e-06,3.65263057913887e-07,2.23722571693229e-06,1.89280570268726e-06,3.43512063774093e-07,2.23631776646135e-06
421.4,2.25099326626957e-06,2.54636684302108e-06,2.03581316123873e-06,3.9642478450603e-07,2.43223794574476e-06,2.05848056991641e-06,3.72486627409116e-07,2.43096719732553e-06
421.6,2.15529218234058e-06,2.45297885679086e-06,1.94926046953284e-06,3.92184186949929e-07,2.34144465648277e-06,1.9709641722711e-06,3.69238625995971e-07,2.34020279826707e-06
421.8,2.09389359536204e-06,2.44764765544824e-06,1.89373118238419e-06,3.95163480468978e-07,2.28889466285317e-06,1.91481660390227e-06,3.72310451279197e-07,2.28712705518147e-06
422,2.22836514853335e-06,2.74393532134489e-06,2.0153481422661e-06,4.26629075539511e-07,2.44197721780562e-06,2.03778768673823e-06,4.00827430916557e-07,2.43861511765478e-06
422.2,2.43201820815935e-06,3.0326012000172e-06,2.19953331301974e-06,4.57502288933558e-07,2.6570356019533e-06,2.22402363534188e-06,4.28830296574756e-07,2.65285393191664e-06
422.4,2.6464808781689e-06,3.17520535968345e-06,2.39349476672209e-06,4.75111387367472e-07,2.86860615408956e-06,2.42014471922174e-06,4.45047659170828e-07,2.86519237839257e-06
422.6,2.63696842103138e-06,3.13471253116529e-06,2.38489163772723e-06,4.75608309506573e-07,2.8604999472338e-06,2.41144580017868e-06,4.46000974581883e-07,2.85744677476057e-06
422.8,2.35044168179819e-06,2.9126670328415e-06,2.12575496436683e-06,4.59095146483078e-07,2.58485011084991e-06,2.14942381445747e-06,4.31776275710912e-07,2.58120009016839e-06
423,2.27708045932853e-06,2.80544134365902e-06,2.05940659075494e-06,4.53643636579209e-07,2.51305022733415e-06,2.08233669638298e-06,4.27457952760771e-07,2.50979464914375e-06
423.2,2.50682071201349e-06,2.86644733955145e-06,2.26718519102479e-06,4.65223851750791e-07,2.73240904277559e-06,2.2924287714532e-06,4.38487845146282e-07,2.73091661659949e-06
423.4,2.5830644972521e-06,2.93329945763394e-06,2.33614057342301e-06,4.76492156582499e-07,2.81263273000551e-06,2.36215192560135e-06,4.49137261646385e-07,2.81128918724774e-06
423.6,2.4742477527244e-06,2.99268535862856e-06,2.23772599173936e-06,4.8613894390995e-07,2.72386493564931e-06,2.26264156382091e-06,4.58230237436399e-07,2.72087180125731e-06
423.8,2.55985986696208e-06,3.18828736804873e-06,2.31515415269312e-06,5.12577312913883e-07,2.827731465607e-06,2.34093183520844e-06,4.82785083215447e-07,2.82371691842389e-06
424,2.81439015945997e-06,3.49857734793837e-06,2.54535302852534e-06,5.5257824558267e-07,3.09793127410801e-06,2.57369382051209e-06,5.19776529350249e-07,3.09347034986234e-06
424.2,2.89308412305219e-06,3.65201278762874e-06,2.61652436839192e-06,5.74432494257746e-07,3.19095686264967e-06,2.64565760532284e-06,5.40165710067309e-07,3.18582331539015e-06
424.4,2.84292753087254e-06,3.68142345614679e-06,2.57116241550992e-06,5.82763593631755e-07,3.15392600914168e-06,2.59979057764126e-06,5.48262102633427e-07,3.14805268027469e-06
424.6,2.88025671873038e-06,3.73658446533371e-06,2.60492317929279e-06,5.9660473858754e-07,3.20152791788033e-06,2.63392724479508e-06,5.61643178724904e-07,3.19557042351998e-06
424.8,3.01458414376324e-06,3.84228951889251e-06,2.72640978873539e-06,6.17460143173402e-07,3.34386993190879e-06,2.75676652582736e-06,5.81553839605378e-07,3.33832036543273e-06
425,3.25859308215448e-06,4.03319036289715e-06,2.94709308249753e-06,6.45790063079214e-07,3.59288314557675e-06,2.97990697946217e-06,6.08073641743106e-07,3.58798062120527e-06
425.2,3.48689205345497e-06,4.22878442272876e-06,3.15356817837422e-06,6.73113385041446e-07,3.82668156341567e-06,3.18868103649557e-06,6.33523382349051e-07,3.82220441884462e-06
425.4,3.41540449678512e-06,4.24406007363287e-06,3.08891436047344e-06,6.78440758764964e-07,3.76735511923841e-06,3.12330734186895e-06,6.38739988705119e-07,3.76204733057407e-06
425.6,3.28006817478313e-06,4.21893177651349e-06,2.96651529795563e-06,6.80173570085518e-07,3.64668886804115e-06,2.99954544821089e-06,6.4077188038046e-07,3.64031732859135e-06
425.8,3.45806642576551e-06,4.36234209093688e-06,3.127498090511e-06,7.0747997673497e-07,3.83497806724597e-06,3.16232067575903e-06,6.66785548198719e-07,3.82910622395774e-06
426,3.7208120221549e-06,4.57956993599444e-06,3.36512694138424e-06,7.431768090774e-07,4.10830375046164e-06,3.40259536387259e-06,7.00461154953637e-07,4.10305651882623e-06
426.2,3.80224442037761e-06,4.76296119169597e-06,3.43877493959783e-06,7.66353392111964e-07,4.2051283317098e-06,3.47706338295331e-06,7.21853855493163e-07,4.19891723844648e-06
426.4,3.85614834415689e-06,4.98285995933592e-06,3.48752600390205e-06,7.91307826836216e-07,4.27883383073827e-06,3.52635725753064e-06,7.44637716341711e-07,4.27099497387236e-06
426.6,4.0250665224171e-06,5.35406896017584e-06,3.64029671878051e-06,8.36330583841701e-07,4.47662730262221e-06,3.68082897144677e-06,7.86028609168887e-07,4.46685758061566e-06
426.8,4.17308612060245e-06,5.64395862195141e-06,3.77416661995814e-06,8.74390011834677e-07,4.64855663179281e-06,3.8161894238289e-06,8.21284077085747e-07,4.63747350091465e-06
427,4.19571423833868e-06,5.62398459906884e-06,3.79463163893076e-06,8.80601909942711e-07,4.67523354887348e-06,3.83688230700709e-06,8.27787537790976e-07,4.66466984479806e-06
427.2,4.22295445650521e-06,5.62183356405757e-06,3.81926787196151e-06,8.89461192452873e-07,4.70872906441438e-06,3.86179284790312e-06,8.36769412772629e-07,4.69856226067574e-06
427.4,4.33623917332477e-06,5.85607233546465e-06,3.92172331726395e-06,9.23761820601401e-07,4.84548513786536e-06,3.96538906559772e-06,8.6884386433001e-07,4.83423292992773e-06
427.6,4.46653101048111e-06,6.01881124991404e-06,4.0395601144057e-06,9.51848092054247e-07,4.99140820645995e-06,4.08453789612688e-06,8.95430869275277e-07,4.97996876540216e-06
427.8,4.59451679742229e-06,5.96765085504804e-06,4.15531130451839e-06,9.59770856424077e-07,5.11508216094247e-06,4.20157789779712e-06,9.04011484837872e-07,5.10558938263499e-06
428,4.73792429517733e-06,6.01092887167832e-06,4.2850099916379e-06,9.74981910414003e-07,5.25999190205191e-06,4.3327206924614e-06,9.18910032098485e-07,5.25163072455989e-06
428.2,4.89459158166952e-06,6.27868621065092e-06,4.4267009191745e-06,1.00913183619557e-06,5.43583275537006e-06,4.4759892530645e-06,9.50458896640364e-07,5.42644814970486e-06
428.4,4.99173394698299e-06,6.51015530421166e-06,4.51455711527354e-06,1.04269713460498e-06,5.55725424987852e-06,4.56482366874664e-06,9.81820669554916e-07,5.54664433830156e-06
428.6,5.01883003701107e-06,6.63491476891706e-06,4.53906299786497e-06,1.0708582716597e-06,5.60992126952467e-06,4.58960240783899e-06,1.00890624927848e-06,5.59850865711747e-06
428.8,5.1155400179092e-06,6.83250673354805e-06,4.62652814264607e-06,1.10473034867874e-06,5.73125849132481e-06,4.67804141811008e-06,1.04095541559441e-06,5.71899683370449e-06
429,5.29930339442947e-06,7.12757067362382e-06,4.79272495277408e-06,1.14551750678912e-06,5.9382424595632e-06,4.84608871780552e-06,1.07891137296211e-06,5.92500009076763e-06
429.2,5.38073579265219e-06,7.3371119549762e-06,4.86637295098768e-06,1.17933045999165e-06,6.04570341097933e-06,4.92055673688625e-06,1.11076770956236e-06,6.0313244464486e-06
429.4,5.37208810434535e-06,7.46868416556636e-06,4.85855192462871e-06,1.20721689628539e-06,6.0657688209141e-06,4.91264862866528e-06,1.13749967457907e-06,6.05014830324435e-06
429.6,5.50756855448579e-06,7.74955989117263e-06,4.98108133758584e-06,1.24778221651568e-06,6.22886355410152e-06,5.03654232412702e-06,1.17538930026535e-06,6.21193162439237e-06
429.8,5.7661344348602e-06,8.12351499823199e-06,5.21493002571891e-06,1.29583090247498e-06,6.51076092819389e-06,5.27299475993379e-06,1.21980923768406e-06,6.49280399761785e-06
430,5.90046185989307e-06,8.21233675413411e-06,5.3364166351615e-06,1.31490241723983e-06,6.65131905240134e-06,5.39583404096606e-06,1.23810413048216e-06,6.63393817144823e-06
430.2,5.95782485899508e-06,8.15635223370778e-06,5.38829611000931e-06,1.32111251838557e-06,6.70940862839488e-06,5.44829115883178e-06,1.24500672685859e-06,6.69329788569037e-06
430.4,6.16954909437413e-06,8.47673396543311e-06,5.57978090536465e-06,1.37198137189315e-06,6.9517622772578e-06,5.64190800844167e-06,1.29287473595138e-06,6.93478274439304e-06
430.6,6.44685163274669e-06,8.98910171822195e-06,5.83057515060881e-06,1.44524470122405e-06,7.27581985183286e-06,5.89549467872718e-06,1.36124893321052e-06,7.2567436119377e-06
430.8,6.52396018681599e-06,9.15691897884042e-06,5.90031263564292e-06,1.47813579726701e-06,7.37844843290993e-06,5.96600864369743e-06,1.39263771726731e-06,7.35864636096473e-06
431,6.55350645519768e-06,9.22175711435263e-06,5.92703447570272e-06,1.49742332186797e-06,7.42445779757069e-06,5.99302801345238e-06,1.41141806648857e-06,7.40444607994095e-06
431.2,6.84767198576857e-06,9.69496146266367e-06,6.19307972234686e-06,1.55835506173675e-06,7.75143478408362e-06,6.26203549476877e-06,1.46775942847784e-06,7.72979492324661e-06
431.4,7.22586422105422e-06,1.02708276573055e-05,6.53511927511229e-06,1.63141020168579e-06,8.16652947679809e-06,6.60788342763218e-06,1.53521610591501e-06,8.14309953354718e-06
431.6,7.45531621746229e-06,1.05164988267231e-05,6.74263717450351e-06,1.67666506312924e-06,8.41930223763275e-06,6.81771189909503e-06,1.57823946672518e-06,8.39595136582021e-06
431.8,7.57523082865042e-06,1.06041400617284e-05,6.8510887400145e-06,1.70599869711543e-06,8.55708743712993e-06,6.92737099975904e-06,1.6069238848371e-06,8.53429488459615e-06
432,7.55173794208352e-06,1.06425096730491e-05,6.82984161840597e-06,1.72163184066033e-06,8.55147345906631e-06,6.90588730575876e-06,1.62230387312358e-06,8.52819117888234e-06
432.2,7.52968633690108e-06,1.07324392252094e-05,6.80989800119061e-06,1.74213268981454e-06,8.55203069100515e-06,6.88572162979531e-06,1.6420316804216e-06,8.5277533102169e-06
432.4,7.65104222947369e-06,1.10416820056206e-05,6.91965307109476e-06,1.79363714722812e-06,8.71329021832289e-06,6.99669874849614e-06,1.69066639516404e-06,8.68736514366018e-06
432.6,7.93310099641501e-06,1.14543050305959e-05,7.17474888083635e-06,1.85705753959187e-06,9.03180642042823e-06,7.25463487830318e-06,1.75019865135919e-06,9.00483352966237e-06
432.8,8.5052897060507e-06,1.21089080241847e-05,7.69224012492124e-06,1.94120966572369e-06,9.63344979064493e-06,7.77788803892351e-06,1.82799919121119e-06,9.6058872301347e-06
433,8.91648728504078e-06,1.26167783339009e-05,8.06412992829005e-06,2.01074867305591e-06,1.0074878601346e-05,8.15391858483025e-06,1.89265767465422e-06,1.00465762594845e-05
433.2,8.80997659072824e-06,1.26844368920631e-05,7.96780095363546e-06,2.03835534986755e-06,1.0006156303503e-05,8.05651705190873e-06,1.91981840073709e-06,9.97633545264583e-06
433.4,8.7433893907656e-06,1.27510957286481e-05,7.90757905067143e-06,2.06610676821324e-06,9.97368581888467e-06,7.99562461860732e-06,1.94713661118011e-06,9.94276122978743e-06
433.6,9.01564744429251e-06,1.30378931749255e-05,8.15381103053953e-06,2.11614869275918e-06,1.02699597232987e-05,8.24459822576395e-06,1.99454242241764e-06,1.02391406481816e-05
433.8,9.32249625104676e-06,1.33684261572336e-05,8.43132711584349e-06,2.17159901393507e-06,1.06029261297786e-05,8.52520426580442e-06,2.04692988339655e-06,1.0572134149201e-05
434,9.57616177471397e-06,1.37411238807171e-05,8.66074388903981e-06,2.2321409206108e-06,1.08928848096506e-05,8.75717544028597e-06,2.10399614525113e-06,1.08611715855371e-05
