GridI,GridJ,GridK,Target_u1976,Target_v1976,Best_RGBPoint_u1976,Best_RGBPoint_v1976,Best_Ra,Valid
0,107,43,0.063498049136784,0.52035426310285,0.063498049136784,0.52035426310285,16.1016231104337,1
0,108,42,0.0630627867750702,0.521740640811064,0.0630627867750702,0.521740640811064,15.6945483494494,1
0,109,41,0.0626328143289302,0.523110169322852,0.0626328143289302,0.523110169322852,15.2794457693029,1
0,110,40,0.0622080359451815,0.524463153945372,0.0622080359451815,0.524463153945372,14.8557488145091,1
0,111,39,0.0617883580725491,0.525799892653856,0.0617883580725491,0.525799892653856,14.4228733738519,1
0,112,38,0.0613736893929772,0.527120676310384,0.0613736893929772,0.527120676310384,13.9802013698554,1
0,113,37,0.0609639407553869,0.528425788874883,0.0609639407553869,0.528425788874883,13.527083072037,1
0,114,36,0.0605590251117768,0.529715507608656,0.0605590251117768,0.529715507608656,13.06283645311,1
0,115,35,0.0601588574555725,0.530990103270743,0.0601588574555725,0.530990103270743,12.5867410107966,1
0,116,34,0.0597633547621312,0.532249840307428,0.0597633547621312,0.532249840307428,12.0980368119105,1
0,117,33,0.0593724359313159,0.533494977035148,0.0593724359313159,0.533494977035148,11.5959152207901,1
0,118,32,0.0589860217320537,0.53472576581708,0.0589860217320537,0.53472576581708,11.0795277273404,1
0,119,31,0.0586040347488008,0.535942453233665,0.0586040347488008,0.535942453233665,10.5479675091995,1
0,120,30,0.0582263993298364,0.537145280247292,0.0582263993298363,0.537145280247292,10.0002754713423,1
0,121,29,0.0578530415373136,0.538334482361401,0.0578530415373136,0.538334482361401,9.43542696759747,1
0,122,28,0.0574838890989993,0.539510289774192,0.0574838890989993,0.539510289774192,8.85233564114498,1
0,123,27,0.0571188713616337,0.540672927527188,0.0571188713616337,0.540672927527188,8.24983848815877,1
0,124,26,0.0567579192458502,0.541822615648819,0.0567579192458502,0.541822615648819,7.62669858031955,1
0,125,25,0.0564009652025921,0.54295956929324,0.0564009652025921,0.54295956929324,6.98158832566023,1
0,126,24,0.0560479431709702,0.544083998874568,0.0560479431709702,0.544083998874568,6.31308935206233,1
0,127,23,0.0556987885375048,0.545196110196692,0.0556987885375048,0.545196110196692,5.61967916756204,1
0,128,22,0.0553534380967007,0.546296104578856,0.0553534380967007,0.546296104578856,4.89972569677014,1
0,129,21,0.0550118300129032,0.547384178977153,0.0550118300129032,0.547384178977153,4.15147336980561,1
0,130,20,0.054673903783388,0.548460526102083,0.054673903783388,0.548460526102083,3.37303154355365,1
0,131,19,0.0543396002026375,0.549525334532345,0.0543396002026375,0.549525334532345,2.56236617552578,1
0,132,18,0.0540088613277605,0.55057878882498,0.0540088613277605,0.55057878882498,1.71727670974144,1
0,133,17,0.0536816304450121,0.551621069622004,0.0536816304450121,0.551621069622004,0.835389614790163,1
0,134,16,0.0533578520373728,0.552652353753683,0.0533578520373728,0.552652353753683,-0.0858676695977829,1
0,135,15,0.0530374717531491,0.553672814338537,0.0530374717531491,0.553672814338537,-1.04928242669177,1
0,136,14,0.0527204363755574,0.554682620880223,0.0527204363755574,0.554682620880223,-2.05788040396846,1
0,137,13,0.0524066937932548,0.555681939361402,0.0524066937932548,0.555681939361402,-3.11495397034281,1
0,138,12,0.0520961929717848,0.556670932334682,0.0520961929717848,0.556670932334682,-4.22408771039887,1
0,139,11,0.0517888839259024,0.557649759010774,0.0517888839259024,0.557649759010774,-5.38919353458734,1
0,140,10,0.0514847176927489,0.558618575343929,0.0514847176927489,0.558618575343929,-6.61454888650541,1
