Index,Target xyY,Method,Ra,RGB Point,White_RGB Ratio,RGB Weights,RaDiff_ExactMinusMethod,Note,WhiteRatio,RGBRatio,BestApproxSource
,,Ratio1,-3.99413200941415,"(0.52686, 0.43428)","W=0.0000, RGB=1.0000","R=1.6215, G=0.7862, B=0.0000",0,Compare to Exact,0,1,Ratio1
,,RatioK,-3.99413200941415,"(0.52686, 0.43428)","W=0.0000, RGB=1.0000","R=1.6215, G=0.7862, B=0.0000",0,Compare to Exact,0,1,Ratio1
,,PureRGB,-3.99413200941415,"(0.52686, 0.43428)","W=0.0000, RGB=1.0000","R=1.6215, G=0.7862, B=0.0000",0,Compare to Exact,0,1,Ratio1
223,"(0.3707, 0.1353, 4.0000)",Exact,-101.146151806864,"(0.37065, 0.13527)","W=-0.0000, RGB=1.0000","R=3.0801, G=0.0000, B=1.1570",0,Compare to Exact,-5.57295429073529e-16,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-101.146151806864,"(0.37065, 0.13527)","W=-0.0000, RGB=1.0000","R=3.0801, G=0.0000, B=1.1570",0,Compare to Exact,-5.57295429073529e-16,1,Ratio1
,,RatioK,-101.146151806864,"(0.37065, 0.13527)","W=-0.0000, RGB=1.0000","R=3.0801, G=0.0000, B=1.1570",0,Compare to Exact,-5.57295429073529e-16,1,Ratio1
,,PureRGB,-101.146151811214,"(0.37065, 0.13527)","W=0.0000, RGB=1.0000","R=3.0801, G=0.0000, B=1.1570",4.34999947174219e-09,Compare to Exact,0,1,Ratio1
224,"(0.3800, 0.1503, 4.0000)",Exact,-57.6869689975816,"(0.38256, 0.14086)","W=0.1072, RGB=0.8928","R=2.7830, G=0.0000, B=0.9567",0,Compare to Exact,0.107228681797118,0.892771318202882,RatioK
,,Projection1,-59.0678810322315,"(0.38199, 0.14297)","W=0.0841, RGB=0.9159","R=2.8055, G=0.0230, B=0.9630",1.3809120346499,Compare to Exact,0.0841367046609474,0.915863295339053,RatioK
,,ProjectionK,-59.7977107619025,"(0.38172, 0.14396)","W=0.0732, RGB=0.9268","R=2.8163, G=0.0340, B=0.9660",2.1107417643209,Compare to Exact,0.0731506407156476,0.926849359284352,RatioK
,,Ratio1,-58.0706509529095,"(0.38239, 0.14148)","W=0.1005, RGB=0.8995","R=2.7896, G=0.0067, B=0.9585",0.383681955327901,Compare to Exact,0.100482675858999,0.899517324141001,RatioK
,,RatioK,-57.8794090466656,"(0.38247, 0.14118)","W=0.1038, RGB=0.8962","R=2.7864, G=0.0034, B=0.9576",0.192440049083999,Compare to Exact,0.103812005805941,0.896187994194059,RatioK
,,PureRGB,-65.8423769373179,"(0.38002, 0.15029)","W=0.0000, RGB=1.0000","R=2.8876, G=0.1069, B=0.9860",8.15540793973629,Compare to Exact,0,1,RatioK
225,"(0.3902, 0.1666, 4.0000)",Exact,-32.356794579201,"(0.39692, 0.14761)","W=0.2018, RGB=0.7982","R=2.5209, G=0.0000, B=0.7799",0,Compare to Exact,0.20184171999877,0.798158280001229,RatioK
,,Projection1,-33.4667835333073,"(0.39649, 0.14883)","W=0.1901, RGB=0.8099","R=2.5324, G=0.0117, B=0.7832",1.1099889541063,Compare to Exact,0.190068465786702,0.809931534213298,RatioK
,,ProjectionK,-33.8944804713201,"(0.39633, 0.14929)","W=0.1856, RGB=0.8144","R=2.5368, G=0.0162, B=0.7844",1.5376858921191,Compare to Exact,0.185564071574704,0.814435928425296,RatioK
,,Ratio1,-33.4878718618013,"(0.39648, 0.14885)","W=0.1898, RGB=0.8102","R=2.5326, G=0.0120, B=0.7832",1.1310772826003,Compare to Exact,0.189845983527662,0.810154016472338,RatioK
,,RatioK,-32.8355349886161,"(0.39674, 0.14814)","W=0.1967, RGB=0.8033","R=2.5259, G=0.0051, B=0.7813",0.478740409415096,Compare to Exact,0.196748058937545,0.803251941062455,RatioK
,,PureRGB,-52.1574930606742,"(0.39020, 0.16662)","W=0.0000, RGB=1.0000","R=2.7177, G=0.2013, B=0.8352",19.8006984814732,Compare to Exact,0,1,RatioK
226,"(0.4013, 0.1844, 4.0000)",Exact,-14.9369889872834,"(0.41459, 0.15591)","W=0.2859, RGB=0.7141","R=2.2879, G=0.0000, B=0.6228",0,Compare to Exact,0.285941801295431,0.714058198704569,Proj1
,,Projection1,-14.9671841946492,"(0.41457, 0.15595)","W=0.2856, RGB=0.7144","R=2.2883, G=0.0003, B=0.6229",0.0301952073658001,Compare to Exact,0.285618063512861,0.714381936487139,Proj1
,,ProjectionK,-14.9713841667185,"(0.41457, 0.15595)","W=0.2856, RGB=0.7144","R=2.2883, G=0.0004, B=0.6229",0.0343951794351014,Compare to Exact,0.285573034798401,0.714426965201599,Proj1
,,Ratio1,-16.4406201701898,"(0.41372, 0.15779)","W=0.2698, RGB=0.7302","R=2.3036, G=0.0161, B=0.6273",1.5036311829064,Compare to Exact,0.269838851674764,0.730161148325236,Proj1
,,RatioK,-15.5433373922433,"(0.41424, 0.15667)","W=0.2794, RGB=0.7206","R=2.2943, G=0.0065, B=0.6246",0.606348404959901,Compare to Exact,0.279443843411895,0.720556156588105,Proj1
,,PureRGB,-41.8244169858994,"(0.40130, 0.18442)","W=0.0000, RGB=1.0000","R=2.5667, G=0.2852, B=0.7012",26.887427998616,Compare to Exact,0,1,Proj1
227,"(0.4135, 0.2039, 4.0000)",Exact,-0.455152493651325,"(0.43686, 0.16636)","W=0.3612, RGB=0.6388","R=2.0795, G=0.0000, B=0.4823",0,Compare to Exact,0.361188925653889,0.638811074346111,RatioK
,,Projection1,-2.11323842336579,"(0.43534, 0.16880)","W=0.3426, RGB=0.6574","R=2.0976, G=0.0185, B=0.4874",1.65808592971447,Compare to Exact,0.342605136942386,0.657394863057614,RatioK
,,ProjectionK,-2.26001210417276,"(0.43521, 0.16901)","W=0.3410, RGB=0.6590","R=2.0992, G=0.0202, B=0.4878",1.80485961052143,Compare to Exact,0.340960507823182,0.659039492176818,RatioK
,,Ratio1,-2.17958497055879,"(0.43528, 0.16889)","W=0.3419, RGB=0.6581","R=2.0983, G=0.0193, B=0.4876",1.72443247690747,Compare to Exact,0.341861703133503,0.658138296866497,RatioK
,,RatioK,-1.13558929831337,"(0.43623, 0.16737)","W=0.3536, RGB=0.6464","R=2.0869, G=0.0076, B=0.4844",0.680436804662045,Compare to Exact,0.353561475527013,0.646438524472987,RatioK
,,PureRGB,-32.664997144919,"(0.41347, 0.20393)","W=0.0000, RGB=1.0000","R=2.4316, G=0.3602, B=0.5812",32.2098446512677,Compare to Exact,0,1,RatioK
228,"(0.4268, 0.2254, 4.0000)",Exact,12.1797042155063,"(0.46577, 0.17995)","W=0.4289, RGB=0.5711","R=1.8919, G=0.0000, B=0.3558",0,Compare to Exact,0.428911081760655,0.571088918239345,RatioK
,,Projection1,8.47934446073695,"(0.46049, 0.18611)","W=0.3856, RGB=0.6144","R=1.9341, G=0.0432, B=0.3677",3.70035975476935,Compare to Exact,0.385608245207327,0.614391754792673,RatioK
,,ProjectionK,8.17217647867054,"(0.46007, 0.18660)","W=0.3820, RGB=0.6180","R=1.9376, G=0.0468, B=0.3686",4.00752773683576,Compare to Exact,0.382013521351598,0.617986478648402,RatioK
,,Ratio1,10.3115248039063,"(0.46305, 0.18312)","W=0.4070, RGB=0.5930","R=1.9132, G=0.0218, B=0.3618",1.8681794116,Compare to Exact,0.407049143266626,0.592950856733374,RatioK
,,RatioK,11.4557674354306,"(0.46470, 0.18119)","W=0.4204, RGB=0.5796","R=1.9001, G=0.0084, B=0.3581",0.7239367800757,Compare to Exact,0.420439299688011,0.579560700311989,RatioK
,,PureRGB,-24.4331632913311,"(0.42684, 0.22538)","W=0.0000, RGB=1.0000","R=2.3100, G=0.4278, B=0.4733",36.6128675068374,Compare to Exact,0,1,RatioK
229,"(0.4416, 0.2491, 4.0000)",Exact,23.4281694591859,"(0.50484, 0.19830)","W=0.4902, RGB=0.5098","R=1.7221, G=0.0000, B=0.2413",0,Compare to Exact,0.49018329988626,0.50981670011374,RatioK
,,Projection1,17.3829340623512,"(0.49125, 0.20922)","W=0.4170, RGB=0.5830","R=1.7935, G=0.0730, B=0.2614",6.0452353968347,Compare to Exact,0.417006280726172,0.582993719273828,RatioK
,,ProjectionK,16.992115014519,"(0.49044, 0.20987)","W=0.4123, RGB=0.5877","R=1.7981, G=0.0777, B=0.2627",6.4360544446669,Compare to Exact,0.412279184537872,0.587720815462128,RatioK
,,Ratio1,21.4585198902986,"(0.50017, 0.20206)","W=0.4663, RGB=0.5337","R=1.7454, G=0.0238, B=0.2479",1.9696495688873,Compare to Exact,0.466330172000163,0.533669827999837,RatioK
,,RatioK,22.6832524923332,"(0.50305, 0.19974)","W=0.4812, RGB=0.5188","R=1.7309, G=0.0090, B=0.2438",0.744916966852699,Compare to Exact,0.481161009606671,0.518838990393329,RatioK
,,PureRGB,-17.5106506249633,"(0.44162, 0.24908)","W=0.0000, RGB=1.0000","R=2.2000, G=0.4889, B=0.3756",40.9388200841492,Compare to Exact,0,1,RatioK
230,"(0.4580, 0.2754, 4.0000)",Exact,33.5040971228618,"(0.56057, 0.22447)","W=0.5459, RGB=0.4541","R=1.5678, G=0.0000, B=0.1373",0,Compare to Exact,0.54588514421115,0.45411485578885,RatioK
,,Projection1,25.0380001008831,"(0.53022, 0.23955)","W=0.4423, RGB=0.5577","R=1.6688, G=0.1033, B=0.1657",8.4660970219787,Compare to Exact,0.442280281126972,0.557719718873028,RatioK
,,ProjectionK,23.6398717696455,"(0.52600, 0.24165)","W=0.4253, RGB=0.5747","R=1.6853, G=0.1202, B=0.1703",9.8642253532163,Compare to Exact,0.425342861737288,0.574657138262712,RatioK
,,Ratio1,31.4394226347994,"(0.55231, 0.22858)","W=0.5205, RGB=0.4795","R=1.5926, G=0.0253, B=0.1443",2.0646744880624,Compare to Exact,0.520472738372343,0.479527261627657,RatioK
,,RatioK,32.7508547754863,"(0.55748, 0.22601)","W=0.5366, RGB=0.4634","R=1.5769, G=0.0093, B=0.1398",0.753242347375497,Compare to Exact,0.536604770267372,0.463395229732628,RatioK
,,PureRGB,-12.6649213396156,"(0.45804, 0.27541)","W=0.0000, RGB=1.0000","R=2.1000, G=0.5445, B=0.2868",46.1690184624774,Compare to Exact,0,1,RatioK
231,"(0.4764, 0.3048, 4.0000)",Exact,42.2736459072205,"(0.64647, 0.26482)","W=0.5967, RGB=0.4033","R=1.4269, G=0.0000, B=0.0423",0,Compare to Exact,0.596743206710142,0.403256793289858,RatioK
,,Projection1,31.6351839640351,"(0.58457, 0.27939)","W=0.4715, RGB=0.5285","R=1.5490, G=0.1249, B=0.0766",10.6384619431854,Compare to Exact,0.47149691760737,0.52850308239263,RatioK
,,ProjectionK,35.56224030958,"(0.60421, 0.27477)","W=0.5173, RGB=0.4827","R=1.5044, G=0.0792, B=0.0641",6.7114055976405,Compare to Exact,0.517331187537943,0.482668812462057,RatioK
,,Ratio1,40.0399330527256,"(0.63093, 0.26848)","W=0.5701, RGB=0.4299","R=1.4529, G=0.0266, B=0.0496",2.2337128544949,Compare to Exact,0.570117190430428,0.429882809569572,RatioK
,,RatioK,40.2994047316851,"(0.63265, 0.26808)","W=0.5732, RGB=0.4268","R=1.4499, G=0.0235, B=0.0488",1.9742411755354,Compare to Exact,0.5731987524364,0.4268012475636,RatioK
,,PureRGB,-9.20142271429502,"(0.47639, 0.30484)","W=0.0000, RGB=1.0000","R=2.0087, G=0.5952, B=0.2058",51.4750686215155,Compare to Exact,0,1,RatioK
232,"(0.4970, 0.3379, 4.0000)",Exact,34.7590743818748,"(0.65067, 0.33650)","W=0.4799, RGB=0.5201","R=1.4571, G=0.1630, B=0.0000",0,Compare to Exact,0.479919773136581,0.520080226863419,Ratio1
,,Projection1,31.5398907894507,"(0.62970, 0.33669)","W=0.4433, RGB=0.5567","R=1.4928, G=0.1995, B=0.0100",3.2191835924241,Compare to Exact,0.443319394648251,0.556680605351749,Ratio1
,,ProjectionK,28.4942189058282,"(0.61221, 0.33686)","W=0.4087, RGB=0.5913","R=1.5266, G=0.2341, B=0.0195",6.2648554760466,Compare to Exact,0.408663300408004,0.591336699591996,Ratio1
,,Ratio1,32.9504748910751,"(0.63854, 0.33661)","W=0.4594, RGB=0.5406","R=1.4772, G=0.1835, B=0.0056",1.80859949079969,Compare to Exact,0.459360318396476,0.540639681603524,Ratio1
,,RatioK,32.583823221396,"(0.63619, 0.33663)","W=0.4552, RGB=0.5448","R=1.4812, G=0.1877, B=0.0068",2.17525116047879,Compare to Exact,0.455191356121974,0.544808643878026,Ratio1
,,PureRGB,-7.13210214881189,"(0.49703, 0.33793)","W=0.0000, RGB=1.0000","R=1.9250, G=0.6417, B=0.1315",41.8911765306867,Compare to Exact,0,1,Ratio1
233,"(0.5204, 0.3754, 4.0000)",Exact,14.1231797228406,"(0.58582, 0.38771)","W=0.2304, RGB=0.7696","R=1.6234, G=0.4547, B=0.0000",0,Compare to Exact,0.230361230055852,0.769638769944147,RatioK
,,Projection1,11.4546331644848,"(0.57460, 0.38560)","W=0.1995, RGB=0.8005","R=1.6535, G=0.4854, B=0.0084",2.6685465583558,Compare to Exact,0.199549889004407,0.800450110995592,RatioK
,,ProjectionK,9.46821467727702,"(0.56685, 0.38415)","W=0.1766, RGB=0.8234","R=1.6759, G=0.5083, B=0.0147",4.65496504556358,Compare to Exact,0.17658395329213,0.82341604670787,RatioK
,,Ratio1,13.3008208284083,"(0.58226, 0.38704)","W=0.2209, RGB=0.7791","R=1.6327, G=0.4642, B=0.0026",0.8223588944323,Compare to Exact,0.220871192456529,0.779128807543471,RatioK
,,RatioK,13.9668030700789,"(0.58514, 0.38758)","W=0.2286, RGB=0.7714","R=1.6252, G=0.4565, B=0.0005",0.156376652761701,Compare to Exact,0.228556984166945,0.771443015833055,RatioK
,,PureRGB,-5.73075256499763,"(0.52041, 0.37543)","W=0.0000, RGB=1.0000","R=1.8480, G=0.6845, B=0.0631",19.8539322878382,Compare to Exact,0,1,RatioK
234,"(0.5471, 0.4183, 4.0000)",Exact,-4.79807609773525,"(0.54713, 0.41827)","W=0.0000, RGB=1.0000","R=1.7769, G=0.7240, B=0.0000",0,Compare to Exact,0,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-4.79807609773525,"(0.54713, 0.41827)","W=0.0000, RGB=1.0000","R=1.7769, G=0.7240, B=0.0000",0,Compare to Exact,0,1,Ratio1
,,RatioK,-4.79807609773525,"(0.54713, 0.41827)","W=0.0000, RGB=1.0000","R=1.7769, G=0.7240, B=0.0000",0,Compare to Exact,0,1,Ratio1
,,PureRGB,-4.79807609773525,"(0.54713, 0.41827)","W=0.0000, RGB=1.0000","R=1.7769, G=0.7240, B=0.0000",0,Compare to Exact,0,1,Ratio1
235,"(0.3944, 0.1464, 4.0000)",Exact,-82.5768727550716,"(0.39437, 0.14641)","W=0.0000, RGB=1.0000","R=3.1514, G=0.0000, B=0.9933",0,Compare to Exact,5.14895243668175e-16,0.999999999999999,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-82.5768727550716,"(0.39437, 0.14641)","W=0.0000, RGB=1.0000","R=3.1514, G=0.0000, B=0.9933",0,Compare to Exact,5.14895243668175e-16,0.999999999999999,Ratio1
,,RatioK,-82.5768727550716,"(0.39437, 0.14641)","W=0.0000, RGB=1.0000","R=3.1514, G=0.0000, B=0.9933",0,Compare to Exact,5.14895243668175e-16,0.999999999999999,Ratio1
,,PureRGB,-82.5768727550718,"(0.39437, 0.14641)","W=0.0000, RGB=1.0000","R=3.1514, G=0.0000, B=0.9933",1.98951966012828e-13,Compare to Exact,0,1,Ratio1
236,"(0.4050, 0.1623, 4.0000)",Exact,-41.8765135569286,"(0.40883, 0.15320)","W=0.1016, RGB=0.8984","R=2.8656, G=0.0000, B=0.8132",0,Compare to Exact,0.101624279361754,0.898375720638246,RatioK
,,Projection1,-42.0913244112677,"(0.40868, 0.15357)","W=0.0976, RGB=0.9024","R=2.8695, G=0.0040, B=0.8143",0.214810854339099,Compare to Exact,0.0976445295500459,0.902355470449954,RatioK
,,ProjectionK,-42.2042283586709,"(0.40859, 0.15377)","W=0.0956, RGB=0.9044","R=2.8715, G=0.0060, B=0.8149",0.327714801742303,Compare to Exact,0.0955909951685384,0.904409004831462,RatioK
,,Ratio1,-42.2067722904785,"(0.40859, 0.15377)","W=0.0955, RGB=0.9045","R=2.8716, G=0.0061, B=0.8149",0.330258733549897,Compare to Exact,0.0955450275989917,0.904454972401008,RatioK
,,RatioK,-42.0539328948046,"(0.40870, 0.15351)","W=0.0983, RGB=0.9017","R=2.8688, G=0.0033, B=0.8141",0.177419337876003,Compare to Exact,0.0983304138719823,0.901669586128018,RatioK
,,PureRGB,-49.4499042338766,"(0.40496, 0.16225)","W=0.0000, RGB=1.0000","R=2.9647, G=0.1014, B=0.8411",7.573390676948,Compare to Exact,0,1,RatioK
237,"(0.4165, 0.1795, 4.0000)",Exact,-18.4306986646637,"(0.42637, 0.16144)","W=0.1919, RGB=0.8081","R=2.6118, G=0.0000, B=0.6532",0,Compare to Exact,0.191882241618792,0.808117758381208,RatioK
,,Projection1,-19.3863111691551,"(0.42580, 0.16248)","W=0.1819, RGB=0.8181","R=2.6216, G=0.0100, B=0.6560",0.955612504491398,Compare to Exact,0.181890656695485,0.818109343304515,RatioK
,,ProjectionK,-19.452885380175,"(0.42576, 0.16255)","W=0.1812, RGB=0.8188","R=2.6223, G=0.0107, B=0.6562",1.0221867155113,Compare to Exact,0.181197918541459,0.81880208145854,RatioK
,,Ratio1,-19.4710261582827,"(0.42575, 0.16257)","W=0.1810, RGB=0.8190","R=2.6224, G=0.0108, B=0.6562",1.040327493619,Compare to Exact,0.181009224881134,0.818990775118866,RatioK
,,RatioK,-18.9162195406357,"(0.42608, 0.16197)","W=0.1868, RGB=0.8132","R=2.6168, G=0.0051, B=0.6546",0.485520875972,Compare to Exact,0.186794169099575,0.813205830900425,RatioK
,,PureRGB,-37.5590344485521,"(0.41650, 0.17950)","W=0.0000, RGB=1.0000","R=2.7989, G=0.1914, B=0.7058",19.1283357838884,Compare to Exact,0,1,RatioK
238,"(0.4291, 0.1984, 4.0000)",Exact,-3.20219009799164,"(0.44806, 0.17163)","W=0.2726, RGB=0.7274","R=2.3849, G=0.0000, B=0.5102",0,Compare to Exact,0.272579817008147,0.727420182991853,RatioK
,,Projection1,-6.01086426931998,"(0.44568, 0.17498)","W=0.2433, RGB=0.7567","R=2.4135, G=0.0292, B=0.5182",2.80867417132834,Compare to Exact,0.24326315211502,0.75673684788498,RatioK
,,ProjectionK,-6.22364302783931,"(0.44551, 0.17523)","W=0.2410, RGB=0.7590","R=2.4157, G=0.0315, B=0.5188",3.02145292984767,Compare to Exact,0.241046547408724,0.758953452591276,RatioK
,,Ratio1,-4.6064413712662,"(0.44686, 0.17332)","W=0.2579, RGB=0.7421","R=2.3992, G=0.0146, B=0.5142",1.40425127327456,Compare to Exact,0.257908066706773,0.742091933293227,RatioK
,,RatioK,-3.83715760664363,"(0.44751, 0.17240)","W=0.2659, RGB=0.7341","R=2.3914, G=0.0066, B=0.5120",0.63496750865199,Compare to Exact,0.265941728887764,0.734058271112236,RatioK
,,PureRGB,-29.5016890493155,"(0.42911, 0.19836)","W=0.0000, RGB=1.0000","R=2.6507, G=0.2719, B=0.5849",26.2994989513239,Compare to Exact,0,1,RatioK
239,"(0.4429, 0.2191, 4.0000)",Exact,9.20891337760731,"(0.47558, 0.18456)","W=0.3452, RGB=0.6548","R=2.1808, G=0.0000, B=0.3815",0,Compare to Exact,0.345159599765711,0.654840400234289,RatioK
,,Projection1,4.38033184992744,"(0.46944, 0.19105)","W=0.2925, RGB=0.7075","R=2.2322, G=0.0526, B=0.3960",4.82858152767987,Compare to Exact,0.292469863883343,0.707530136116657,RatioK
,,ProjectionK,4.0222471336791,"(0.46901, 0.19151)","W=0.2886, RGB=0.7114","R=2.2360, G=0.0564, B=0.3970",5.18666624392821,Compare to Exact,0.288563713638941,0.71143628636106,RatioK
,,Ratio1,7.58806652046564,"(0.47346, 0.18680)","W=0.3275, RGB=0.6725","R=2.1981, G=0.0176, B=0.3864",1.62084685714167,Compare to Exact,0.327467757009269,0.672532242990731,RatioK
,,RatioK,8.48354410522786,"(0.47463, 0.18557)","W=0.3372, RGB=0.6628","R=2.1886, G=0.0079, B=0.3837",0.725369272379449,Compare to Exact,0.337241185971445,0.662758814028555,RatioK
,,PureRGB,-22.3914061604733,"(0.44295, 0.21906)","W=0.0000, RGB=1.0000","R=2.5174, G=0.3443, B=0.4761",31.6003195380806,Compare to Exact,0,1,RatioK
240,"(0.4582, 0.2419, 4.0000)",Exact,20.0599611487021,"(0.51165, 0.20150)","W=0.4108, RGB=0.5892","R=1.9963, G=0.0000, B=0.2652",0,Compare to Exact,0.410787846978766,0.589212153021234,RatioK
,,Projection1,13.1422907143144,"(0.49821, 0.21166)","W=0.3319, RGB=0.6681","R=2.0732, G=0.0787, B=0.2868",6.9176704343877,Compare to Exact,0.331864616798427,0.668135383201573,RatioK
,,ProjectionK,12.7128464008099,"(0.49744, 0.21224)","W=0.3270, RGB=0.6730","R=2.0780, G=0.0836, B=0.2882",7.3471147478922,Compare to Exact,0.326963267332737,0.673036732667263,RatioK
,,Ratio1,18.2980989512536,"(0.50803, 0.20424)","W=0.3907, RGB=0.6093","R=2.0159, G=0.0200, B=0.2707",1.7618621974485,Compare to Exact,0.390691104581927,0.609308895418073,RatioK
,,RatioK,19.2794951433602,"(0.51003, 0.20272)","W=0.4019, RGB=0.5981","R=2.0050, G=0.0089, B=0.2677",0.7804660053419,Compare to Exact,0.401885658596632,0.598114341403368,RatioK
,,PureRGB,-15.8860699840169,"(0.45821, 0.24189)","W=0.0000, RGB=1.0000","R=2.3968, G=0.4097, B=0.3777",35.946031132719,Compare to Exact,0,1,RatioK
241,"(0.4751, 0.2672, 4.0000)",Exact,29.7788326096999,"(0.56099, 0.22467)","W=0.4704, RGB=0.5296","R=1.8286, G=0.0000, B=0.1595",0,Compare to Exact,0.470417622153326,0.529582377846674,RatioK
,,Projection1,20.9529154360084,"(0.53427, 0.23790)","W=0.3662, RGB=0.6338","R=1.9302, G=0.1039, B=0.1881",8.8259171736915,Compare to Exact,0.366237961647962,0.633762038352038,RatioK
,,ProjectionK,19.5166103250954,"(0.53050, 0.23977)","W=0.3493, RGB=0.6507","R=1.9467, G=0.1208, B=0.1927",10.2622222846045,Compare to Exact,0.3493070511409,0.6506929488591,RatioK
,,Ratio1,27.9153689851008,"(0.55478, 0.22775)","W=0.4484, RGB=0.5516","R=1.8501, G=0.0220, B=0.1655",1.8634636245991,Compare to Exact,0.448406180777383,0.551593819222617,RatioK
,,RatioK,28.9686457395176,"(0.55825, 0.22603)","W=0.4608, RGB=0.5392","R=1.8380, G=0.0095, B=0.1621",0.810186870182299,Compare to Exact,0.460846828385189,0.539153171614811,RatioK
,,PureRGB,-10.4352267748423,"(0.47512, 0.26718)","W=0.0000, RGB=1.0000","R=2.2873, G=0.4692, B=0.2884",40.2140593845422,Compare to Exact,0,1,RatioK
242,"(0.4940, 0.2954, 4.0000)",Exact,38.4728361594924,"(0.63255, 0.25829)","W=0.5248, RGB=0.4752","R=1.6756, G=0.0000, B=0.0631",0,Compare to Exact,0.524835381351202,0.475164618648798,RatioK
,,Projection1,28.15576707453,"(0.58286, 0.27158)","W=0.4026, RGB=0.5974","R=1.7948, G=0.1220, B=0.0966",10.3170690849624,Compare to Exact,0.40255159238586,0.59744840761414,RatioK
,,ProjectionK,27.8844557485391,"(0.58178, 0.27187)","W=0.3994, RGB=0.6006","R=1.7979, G=0.1251, B=0.0974",10.5883804109533,Compare to Exact,0.399371666106635,0.600628333893365,RatioK
,,Ratio1,36.5037529695688,"(0.62153, 0.26123)","W=0.5013, RGB=0.4987","R=1.6986, G=0.0235, B=0.0695",1.9690831899236,Compare to Exact,0.50130279033049,0.49869720966951,RatioK
,,RatioK,37.0954368974674,"(0.62476, 0.26037)","W=0.5084, RGB=0.4916","R=1.6917, G=0.0164, B=0.0676",1.377399262025,Compare to Exact,0.508365393395091,0.491634606604909,RatioK
,,PureRGB,-6.93274097026236,"(0.49397, 0.29537)","W=0.0000, RGB=1.0000","R=2.1873, G=0.5235, B=0.2068",45.4055771297548,Compare to Exact,0,1,RatioK
243,"(0.5151, 0.3270, 4.0000)",Exact,37.4632503325295,"(0.67648, 0.31611)","W=0.4823, RGB=0.5177","R=1.6255, G=0.0922, B=0.0000",0,Compare to Exact,0.482284345549315,0.517715654450685,Ratio1
,,Projection1,34.1736450580302,"(0.65464, 0.31758)","W=0.4450, RGB=0.5550","R=1.6619, G=0.1294, B=0.0102",3.28960527449929,Compare to Exact,0.444987402409411,0.555012597590589,Ratio1
,,ProjectionK,31.82162512133,"(0.64065, 0.31852)","W=0.4183, RGB=0.5817","R=1.6879, G=0.1559, B=0.0175",5.6416252111995,Compare to Exact,0.41834377062054,0.58165622937946,Ratio1
,,Ratio1,35.6329263912374,"(0.66398, 0.31695)","W=0.4615, RGB=0.5385","R=1.6458, G=0.1129, B=0.0057",1.8303239412921,Compare to Exact,0.46152617962277,0.53847382037723,Ratio1
,,RatioK,35.1367292336943,"(0.66074, 0.31717)","W=0.4559, RGB=0.5441","R=1.6512, G=0.1185, B=0.0072",2.3265210988352,Compare to Exact,0.455901595424213,0.544098404575787,Ratio1
,,PureRGB,-4.95234557196521,"(0.51510, 0.32697)","W=0.0000, RGB=1.0000","R=2.0957, G=0.5732, B=0.1321",42.4155959044947,Compare to Exact,0,1,Ratio1
244,"(0.5390, 0.3627, 4.0000)",Exact,15.8733088347462,"(0.60791, 0.37027)","W=0.2315, RGB=0.7685","R=1.7858, G=0.3881, B=0.0000",0,Compare to Exact,0.231450607853032,0.768549392146968,RatioK
,,Projection1,13.0012337960484,"(0.59545, 0.36890)","W=0.1985, RGB=0.8015","R=1.8180, G=0.4209, B=0.0090",2.8720750386978,Compare to Exact,0.198502029352729,0.801497970647271,RatioK
,,ProjectionK,10.4077820925967,"(0.58511, 0.36775)","W=0.1687, RGB=0.8313","R=1.8470, G=0.4507, B=0.0172",5.4655267421495,Compare to Exact,0.168704030985149,0.831295969014851,RatioK
,,Ratio1,15.0379193317277,"(0.60417, 0.36986)","W=0.2219, RGB=0.7781","R=1.7952, G=0.3976, B=0.0026",0.835389503018501,Compare to Exact,0.221872467274408,0.778127532725592,RatioK
,,RatioK,15.7360356090982,"(0.60729, 0.37020)","W=0.2299, RGB=0.7701","R=1.7874, G=0.3897, B=0.0004",0.137273225648,Compare to Exact,0.229877013235418,0.770122986764582,RatioK
,,PureRGB,-4.20416717422089,"(0.53896, 0.36266)","W=0.0000, RGB=1.0000","R=2.0115, G=0.6189, B=0.0634",20.0774760089671,Compare to Exact,0,1,RatioK
